Xrhsths{onomaXrhsth='515501', onoma='Αλεξανδρος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='924901', email='acdem515501@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='586995', onoma='Γιωργος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='702810', email='acdem586995@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='437859', onoma='Νατασσα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='922891', email='acdem437859@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='108259', onoma='Ραδιον', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='779484', email='acdem108259@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='742809', onoma='Μανωλης', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='638942', email='acdem742809@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='007617', onoma='Γιωργος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='276660', email='acdem007617@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='601517', onoma='Αλεξανδρος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='211600', email='acdem601517@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='749682', onoma='Νικος', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='128811', email='acdem749682@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='598974', onoma='Τζον', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='895394', email='acdem598974@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='559178', onoma='Φιλιππος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='820952', email='acdem559178@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='713030', onoma='Ελλη', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='481666', email='acdem713030@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='085763', onoma='Ελλη', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='044724', email='acdem085763@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='081165', onoma='Γιωργος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='250838', email='acdem081165@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='344616', onoma='Τζεραρ', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2005-12-09, kwdikos='530864', email='acdem344616@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='024182', onoma='Ελισαβετ', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2004-12-09, kwdikos='283256', email='acdem024182@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='646637', onoma='Ελλη', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='578896', email='acdem646637@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='320422', onoma='Μανωλης', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='456843', email='acdem320422@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='083105', onoma='Αλεξανδρος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='547405', email='acdem083105@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='368802', onoma='Ελισαβετ', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='299215', email='acdem368802@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='345942', onoma='Φιλιππος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='080020', email='acdem345942@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='213386', onoma='Γιωργος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2003-12-09, kwdikos='500696', email='acdem213386@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='137507', onoma='Ραδιον', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='177296', email='acdem137507@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='847517', onoma='Αννα', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='582751', email='acdem847517@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='059928', onoma='Αννα', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2003-12-09, kwdikos='090393', email='acdem059928@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='799598', onoma='Γιωργος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='319873', email='acdem799598@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='969150', onoma='Μαρια', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2004-12-09, kwdikos='416438', email='acdem969150@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='483948', onoma='Αλεξανδρος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='542681', email='acdem483948@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='259147', onoma='Εση', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='645181', email='acdem259147@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='249337', onoma='Πετρος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='872874', email='acdem249337@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='625273', onoma='Ελισαβετ', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2002-12-09, kwdikos='488161', email='acdem625273@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='024826', onoma='Γιωργος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='540638', email='acdem024826@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='562858', onoma='Ελλη', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='796558', email='acdem562858@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='499290', onoma='Τζεραρ', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='987205', email='acdem499290@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='079537', onoma='Νικος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='287481', email='acdem079537@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='960584', onoma='Ελισαβετ', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='937584', email='acdem960584@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='649240', onoma='Φιλιππος', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='950134', email='acdem649240@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='742698', onoma='Πετρος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='438969', email='acdem742698@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='174923', onoma='Τζον', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='683571', email='acdem174923@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='086068', onoma='Τζεραρ', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='240492', email='acdem086068@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='663787', onoma='Νικος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2003-12-09, kwdikos='073139', email='acdem663787@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='549646', onoma='Ελισαβετ', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='789565', email='acdem549646@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='891240', onoma='Νικος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='685660', email='acdem891240@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='672272', onoma='Φιλιππος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='387440', email='acdem672272@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='642601', onoma='Τζον', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='439994', email='acdem642601@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='512105', onoma='Τζον', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='093904', email='acdem512105@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='101545', onoma='Ολγα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='493901', email='acdem101545@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='994588', onoma='Αννα', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='829300', email='acdem994588@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='581121', onoma='Τζουλια', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='839740', email='acdem581121@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='994101', onoma='Νικος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='940500', email='acdem994101@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='414938', onoma='Εση', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='907532', email='acdem414938@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='285447', onoma='Εση', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='924642', email='acdem285447@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='890156', onoma='Βασιλης', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='697967', email='acdem890156@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='122483', onoma='Αλεξανδρος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='574839', email='acdem122483@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='447842', onoma='Τζουλια', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='715155', email='acdem447842@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='445664', onoma='Τζον', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='352459', email='acdem445664@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='890160', onoma='Φιλιππος', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='743378', email='acdem890160@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='985869', onoma='Τζον', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='674963', email='acdem985869@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='662443', onoma='Μανωλης', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='349344', email='acdem662443@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='582468', onoma='Μαρια', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='714861', email='acdem582468@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='513426', onoma='Τζεραρ', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='702971', email='acdem513426@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='915540', onoma='Μαρια', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2004-12-09, kwdikos='890189', email='acdem915540@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='380812', onoma='Αννα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='651242', email='acdem380812@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='651108', onoma='Αννα', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='939627', email='acdem651108@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='916881', onoma='Τζεραρ', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='815710', email='acdem916881@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='215100', onoma='Τζεραρ', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='990900', email='acdem215100@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='033998', onoma='Νατασσα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='467078', email='acdem033998@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='114841', onoma='Φιλιππος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='532502', email='acdem114841@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='401826', onoma='Φιλιππος', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='814602', email='acdem401826@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='544171', onoma='Τζον', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='514756', email='acdem544171@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='204212', onoma='Εση', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='770471', email='acdem204212@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='504756', onoma='Τζεραρ', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='566420', email='acdem504756@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='686407', onoma='Μαρια', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='748921', email='acdem686407@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='204450', onoma='Αννα', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='403162', email='acdem204450@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='329321', onoma='Νικος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='467471', email='acdem329321@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='550608', onoma='Ραδιον', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='803211', email='acdem550608@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='958000', onoma='Νατασσα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='860630', email='acdem958000@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='894979', onoma='Μαρια', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='065954', email='acdem894979@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='929968', onoma='Νατασσα', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='856424', email='acdem929968@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='240759', onoma='Βασιλης', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='094311', email='acdem240759@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='928873', onoma='Φιλιππος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='133631', email='acdem928873@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='090346', onoma='Αλεξανδρος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='947741', email='acdem090346@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='653756', onoma='Μαρια', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='896942', email='acdem653756@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='051181', onoma='Ραδιον', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='533282', email='acdem051181@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='861607', onoma='Τζεραρ', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='629635', email='acdem861607@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='860516', onoma='Αλεξανδρος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='973548', email='acdem860516@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='629679', onoma='Αννα', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='056917', email='acdem629679@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='638143', onoma='Βασιλης', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='467321', email='acdem638143@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='275839', onoma='Μαρια', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='167752', email='acdem275839@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='320741', onoma='Νικος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2004-12-09, kwdikos='498553', email='acdem320741@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='309929', onoma='Πετρος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='280612', email='acdem309929@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='298946', onoma='Τζουλια', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='552266', email='acdem298946@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='216211', onoma='Αννα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='695672', email='acdem216211@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='632841', onoma='Τζεραρ', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='211792', email='acdem632841@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='410529', onoma='Αννα', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2005-12-09, kwdikos='876530', email='acdem410529@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='928882', onoma='Τζον', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='448477', email='acdem928882@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='506948', onoma='Μαρια', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2002-12-09, kwdikos='609531', email='acdem506948@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='420566', onoma='Τζον', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='689558', email='acdem420566@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='792510', onoma='Νατασσα', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='768049', email='acdem792510@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='252544', onoma='Μανωλης', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='656523', email='acdem252544@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='675584', onoma='Νατασσα', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='357104', email='acdem675584@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='161817', onoma='Ραδιον', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2005-12-09, kwdikos='094994', email='acdem161817@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='478562', onoma='Ελισαβετ', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='735354', email='acdem478562@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='538797', onoma='Ραδιον', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='911283', email='acdem538797@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='052246', onoma='Τζον', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='134767', email='acdem052246@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='961241', onoma='Ραδιον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2004-12-09, kwdikos='959663', email='acdem961241@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='719875', onoma='Φιλιππος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2001-12-09, kwdikos='734460', email='acdem719875@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='987603', onoma='Μανωλης', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='669443', email='acdem987603@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='082999', onoma='Τζον', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2002-12-09, kwdikos='714861', email='acdem082999@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='286983', onoma='Τζον', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='159800', email='acdem286983@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='941641', onoma='Μαρια', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='548912', email='acdem941641@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='412962', onoma='Ολγα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='526530', email='acdem412962@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='951644', onoma='Τζουλια', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='995029', email='acdem951644@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='665795', onoma='Μανωλης', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='706281', email='acdem665795@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='407171', onoma='Ελισαβετ', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='447089', email='acdem407171@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='835557', onoma='Τζουλια', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='205316', email='acdem835557@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='195802', onoma='Αλεξανδρος', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='375523', email='acdem195802@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='834219', onoma='Αλεξανδρος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2002-12-09, kwdikos='323324', email='acdem834219@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='907731', onoma='Πετρος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='624421', email='acdem907731@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='905554', onoma='Βασιλης', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='832113', email='acdem905554@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='972591', onoma='Τζον', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='614933', email='acdem972591@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='641577', onoma='Μανωλης', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='114772', email='acdem641577@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='844238', onoma='Ελλη', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='780637', email='acdem844238@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='795805', onoma='Ολγα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='365770', email='acdem795805@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='380406', onoma='Ραδιον', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='714255', email='acdem380406@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='474182', onoma='Βασιλης', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='660303', email='acdem474182@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='366591', onoma='Εση', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='188564', email='acdem366591@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='810266', onoma='Εση', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='723447', email='acdem810266@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='775311', onoma='Νατασσα', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2002-12-09, kwdikos='436863', email='acdem775311@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='774220', onoma='Ελλη', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='725920', email='acdem774220@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='429172', onoma='Εση', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2002-12-09, kwdikos='789536', email='acdem429172@academia.gr', roloi=[FOITITIS]}


